url,reason,timestamp
https://takshashila.org.in/content/publications/20250330-future-of-india-us-trade.pdf,PDF download failed,2026-06-14T06:25:01Z
https://takshashila.org.in/content/publications/assests/20250127-decoding-chinas-approach-to-de-escalation.pdf,PDF download failed,2026-06-14T06:25:13Z
https://takshashila.org.in/content/publications/20241224-delimitation-in-jk.pdf,PDF download failed,2026-06-14T06:25:19Z
https://takshashila.org.in/content/publications/20241217-survey-of-military-ai-technologies.pdf,PDF download failed,2026-06-14T06:25:36Z
https://takshashila.org.in/content/publications/Comments-On-Demand-For-Grants.pdf,PDF download failed,2026-06-14T06:26:18Z
https://takshashila.org.in/content/publications/assets/Enhancing-IndiaâEU-Engagement-on-Meta-Critical-Technologies-A-Case-for-Collaboration-on-Semiconductors.pdf,PDF download failed,2026-06-14T06:28:47Z
https://takshashila.org.in/content/publications/assets/china-zero-covid-policy-and-protests.pdf,PDF download failed,2026-06-14T06:28:51Z
https://takshashila.org.in/content/publications/assets/The-Role-of-Semiconductors-in-Military-and-Defence-Technology.pdf,PDF download failed,2026-06-14T06:29:17Z
https://takshashila.org.in/content/publications/assets/Policy-advisory+on+Demand+for+grants+Union+Budget+FY22-23.pdf,PDF download failed,2026-06-14T06:29:53Z
https://takshashila.org.in/content/publications/assest/Scenarios-for-Cross-Strait-Tensions.pdf,PDF download failed,2026-06-14T06:30:18Z
https://takshashila.org.in/content/publications/assets/Indias-Path-to-Power-English-Final.pdf,PDF download failed,2026-06-14T06:30:29Z
https://takshashila.org.in/content/publications/assets/Indias-Path-to-Power-Hindi-Final.pdf,PDF download failed,2026-06-14T06:30:30Z
https://takshashila.org.in/content/publications/assets/BRI-in-Post-Covid-World.pdf.pdf,PDF download failed,2026-06-14T06:31:53Z
https://takshashila.org.in/content/publications/assests/COVID-19-Warrants-Long-Overdue-Doctrinal-Shifts-in-Military-Planning.pdf,PDF download failed,2026-06-14T06:32:02Z
https://takshashila.org.in/content/publications/assets/TSA-Saudi-Russia-Oil-AR-AK-AM-v1.0.pdf,PDF download failed,2026-06-14T06:32:56Z
https://takshashila.org.in/content/publications/assetsComments-on-the-National-Guidelines-for-Gene-Therapy-Product-Development-and-Clinical-Trials.pdf,PDF download failed,2026-06-14T06:33:18Z
https://takshashila.org.in/content/publications/assets/60036-TBLP-The-Role-of-Airpower-in-Indias-National-Security.pdf,PDF download failed,2026-06-14T06:34:38Z
https://takshashila.org.in/content/publications/assets/Indiaâs-Central-Monitoring-System-Rohan-Joshi.pdf,PDF download failed,2026-06-14T06:35:27Z
https://takshashila.org.in/content/publications/20260402-Indiaâs-West Asian-Diplomacy.html,HTTP error,2026-06-14T11:02:29Z
https://takshashila.org.in/content/publications/20230411-Indiaâs-Space-Policy-and-Counter-Space-Capabilities.html,HTTP error,2026-06-14T11:02:30Z
https://takshashila.org.in/content/publications/20230201-Re-energising-Indiaâs-biotech-ecosystem.html,HTTP error,2026-06-14T11:02:32Z
https://takshashila.org.in/content/publications/20230105-Enhancing-IndiaâEU-Engagement-on-Meta-Critical-Technologies-A-Case-for-Collaboration-on-Semiconductors.html,HTTP error,2026-06-14T11:02:33Z
https://takshashila.org.in/content/publications/20221114-GM-Mustard-Offers-a-Chance-to-Relook-at-Indiaâs-Gene-Editing-Governance.html,HTTP error,2026-06-14T11:02:35Z
https://takshashila.org.in/content/publications/20221107-Neither-Guns-nor-Butter-The-Inconvenient-Truth-of-Indiaâs-Defence-Financing.html,HTTP error,2026-06-14T11:02:36Z
https://takshashila.org.in/content/publications/20221104-Examining-the-Opportunities-and-Challenges-for-Indiaâs-Human-Spaceflight-Programme.html,HTTP error,2026-06-14T11:02:38Z
https://takshashila.org.in/content/publications/20220609-Comments-on-NITI-Aayogâs-Draft-Battery-Swapping-Policy.html,HTTP error,2026-06-14T11:02:39Z
https://takshashila.org.in/content/publications/20220606-How-States -Negotiated-in-the-UNâs-OEWG-on-Space-Threats.html,HTTP error,2026-06-14T11:02:41Z
https://takshashila.org.in/content/publications/20220415-A-Background-to-Indiaâs-Position-in-the-Advanced-Computing-Age.html,HTTP error,2026-06-14T11:02:43Z
https://takshashila.org.in/content/publications/20210602-Economic-Implications-of-WhatsAppâs-Lawsuit-against-the-Government-of-India.html,HTTP error,2026-06-14T11:02:44Z
https://takshashila.org.in/content/publications/20210508-The-case-of-the-farmersâ-protests-in-India.html,HTTP error,2026-06-14T11:02:46Z
https://takshashila.org.in/content/publications/20190924-TDD-Human-Capital-Investment-Model-for-Indiaâs-National-Security-System.html,HTTP error,2026-06-14T11:02:47Z
https://takshashila.org.in/content/publications/20160218-Indiaâs-Policy-towards-Myanmar.html,HTTP error,2026-06-14T11:02:49Z
https://takshashila.org.in/content/publications/20160109-Sustained-Dialogue-Process-as-Indiaâs-Pakistan-Policy.html,HTTP error,2026-06-14T11:02:50Z
https://takshashila.org.in/content/publications/20141120-A-Survey-of-Indiaâs-Energy-Prospects-in-the-Middle-East-Region.html,HTTP error,2026-06-14T11:02:52Z
https://takshashila.org.in/content/publications/20141113-Risks-to-Indiaâs-national-security-from-tensions-along-the-Iran-Pakistan-border.html,HTTP error,2026-06-14T11:02:53Z
https://takshashila.org.in/content/publications/20121101-Non-state-Threats-to-Indiaâs-Maritime-Security.html,HTTP error,2026-06-14T11:02:55Z
https://takshashila.org.in/content/blogs/20260223-NagaraâThe-Democracy-Game.html,HTTP error,2026-06-14T11:02:56Z
"https://takshashila.org.in/content/blogs/20250706-Itâs-About-âNaam,-Namak-aur-Nishanâ.html",HTTP error,2026-06-14T11:02:58Z
https://takshashila.org.in/content/publications/assets/20251215-regionalisation-of-the-indian-rupee-2.pdf,PDF download failed,2026-06-14T11:02:59Z
https://takshashila.org.in/content/publications/assests/20250410-skys-the-limit.pdf,PDF download failed,2026-06-14T11:03:01Z
https://takshashila.org.in/content/publications/20250330-future-of-india-us-trade.pdf,PDF download failed,2026-06-14T11:03:02Z
https://takshashila.org.in/content/publications/assests/20250127-decoding-chinas-approach-to-de-escalation.pdf,PDF download failed,2026-06-14T11:03:04Z
https://takshashila.org.in/content/publications/20241224-delimitation-in-jk.pdf,PDF download failed,2026-06-14T11:03:05Z
https://takshashila.org.in/content/publications/20241217-survey-of-military-ai-technologies.pdf,PDF download failed,2026-06-14T11:03:07Z
https://takshashila.org.in/content/publications/Comments-On-Demand-For-Grants.pdf,PDF download failed,2026-06-14T11:03:08Z
https://takshashila.org.in/content/publications/assets/Enhancing-IndiaâEU-Engagement-on-Meta-Critical-Technologies-A-Case-for-Collaboration-on-Semiconductors.pdf,PDF download failed,2026-06-14T11:03:10Z
https://takshashila.org.in/content/publications/assets/china-zero-covid-policy-and-protests.pdf,PDF download failed,2026-06-14T11:03:11Z
https://takshashila.org.in/content/publications/assets/The-Role-of-Semiconductors-in-Military-and-Defence-Technology.pdf,PDF download failed,2026-06-14T11:03:13Z
https://takshashila.org.in/content/publications/assets/Policy-advisory+on+Demand+for+grants+Union+Budget+FY22-23.pdf,PDF download failed,2026-06-14T11:03:14Z
https://takshashila.org.in/content/publications/assest/Scenarios-for-Cross-Strait-Tensions.pdf,PDF download failed,2026-06-14T11:03:16Z
https://takshashila.org.in/content/publications/assets/Indias-Path-to-Power-English-Final.pdf,PDF download failed,2026-06-14T11:03:17Z
https://takshashila.org.in/content/publications/assets/Indias-Path-to-Power-Hindi-Final.pdf,PDF download failed,2026-06-14T11:03:19Z
https://takshashila.org.in/content/publications/assets/BRI-in-Post-Covid-World.pdf.pdf,PDF download failed,2026-06-14T11:03:21Z
https://takshashila.org.in/content/publications/assests/COVID-19-Warrants-Long-Overdue-Doctrinal-Shifts-in-Military-Planning.pdf,PDF download failed,2026-06-14T11:03:22Z
https://takshashila.org.in/content/publications/assets/TSA-Saudi-Russia-Oil-AR-AK-AM-v1.0.pdf,PDF download failed,2026-06-14T11:03:24Z
https://takshashila.org.in/content/publications/assetsComments-on-the-National-Guidelines-for-Gene-Therapy-Product-Development-and-Clinical-Trials.pdf,PDF download failed,2026-06-14T11:03:25Z
https://takshashila.org.in/content/publications/assets/60036-TBLP-The-Role-of-Airpower-in-Indias-National-Security.pdf,PDF download failed,2026-06-14T11:03:27Z
https://takshashila.org.in/content/publications/assets/Indiaâs-Central-Monitoring-System-Rohan-Joshi.pdf,PDF download failed,2026-06-14T11:03:28Z
https://takshashila.org.in/content/publications/20260402-Indiaâs-West Asian-Diplomacy.html,HTTP error,2026-06-14T18:31:54Z
https://takshashila.org.in/content/publications/20230411-Indiaâs-Space-Policy-and-Counter-Space-Capabilities.html,HTTP error,2026-06-14T18:31:56Z
https://takshashila.org.in/content/publications/20230201-Re-energising-Indiaâs-biotech-ecosystem.html,HTTP error,2026-06-14T18:31:57Z
https://takshashila.org.in/content/publications/20230105-Enhancing-IndiaâEU-Engagement-on-Meta-Critical-Technologies-A-Case-for-Collaboration-on-Semiconductors.html,HTTP error,2026-06-14T18:31:59Z
https://takshashila.org.in/content/publications/20221114-GM-Mustard-Offers-a-Chance-to-Relook-at-Indiaâs-Gene-Editing-Governance.html,HTTP error,2026-06-14T18:32:00Z
https://takshashila.org.in/content/publications/20221107-Neither-Guns-nor-Butter-The-Inconvenient-Truth-of-Indiaâs-Defence-Financing.html,HTTP error,2026-06-14T18:32:02Z
https://takshashila.org.in/content/publications/20221104-Examining-the-Opportunities-and-Challenges-for-Indiaâs-Human-Spaceflight-Programme.html,HTTP error,2026-06-14T18:32:03Z
https://takshashila.org.in/content/publications/20220609-Comments-on-NITI-Aayogâs-Draft-Battery-Swapping-Policy.html,HTTP error,2026-06-14T18:32:05Z
https://takshashila.org.in/content/publications/20220606-How-States -Negotiated-in-the-UNâs-OEWG-on-Space-Threats.html,HTTP error,2026-06-14T18:32:06Z
https://takshashila.org.in/content/publications/20220415-A-Background-to-Indiaâs-Position-in-the-Advanced-Computing-Age.html,HTTP error,2026-06-14T18:32:08Z
https://takshashila.org.in/content/publications/20210602-Economic-Implications-of-WhatsAppâs-Lawsuit-against-the-Government-of-India.html,HTTP error,2026-06-14T18:32:09Z
https://takshashila.org.in/content/publications/20210508-The-case-of-the-farmersâ-protests-in-India.html,HTTP error,2026-06-14T18:32:11Z
https://takshashila.org.in/content/publications/20190924-TDD-Human-Capital-Investment-Model-for-Indiaâs-National-Security-System.html,HTTP error,2026-06-14T18:32:12Z
https://takshashila.org.in/content/publications/20160218-Indiaâs-Policy-towards-Myanmar.html,HTTP error,2026-06-14T18:32:14Z
https://takshashila.org.in/content/publications/20160109-Sustained-Dialogue-Process-as-Indiaâs-Pakistan-Policy.html,HTTP error,2026-06-14T18:32:15Z
https://takshashila.org.in/content/publications/20141120-A-Survey-of-Indiaâs-Energy-Prospects-in-the-Middle-East-Region.html,HTTP error,2026-06-14T18:32:17Z
https://takshashila.org.in/content/publications/20141113-Risks-to-Indiaâs-national-security-from-tensions-along-the-Iran-Pakistan-border.html,HTTP error,2026-06-14T18:32:18Z
https://takshashila.org.in/content/publications/20121101-Non-state-Threats-to-Indiaâs-Maritime-Security.html,HTTP error,2026-06-14T18:32:20Z
https://takshashila.org.in/content/blogs/20260223-NagaraâThe-Democracy-Game.html,HTTP error,2026-06-14T18:32:21Z
"https://takshashila.org.in/content/blogs/20250706-Itâs-About-âNaam,-Namak-aur-Nishanâ.html",HTTP error,2026-06-14T18:32:23Z
https://takshashila.org.in/content/publications/assets/20251215-regionalisation-of-the-indian-rupee-2.pdf,PDF download failed,2026-06-14T18:32:24Z
https://takshashila.org.in/content/publications/assests/20250410-skys-the-limit.pdf,PDF download failed,2026-06-14T18:32:26Z
https://takshashila.org.in/content/publications/20250330-future-of-india-us-trade.pdf,PDF download failed,2026-06-14T18:32:27Z
https://takshashila.org.in/content/publications/assests/20250127-decoding-chinas-approach-to-de-escalation.pdf,PDF download failed,2026-06-14T18:32:29Z
https://takshashila.org.in/content/publications/20241224-delimitation-in-jk.pdf,PDF download failed,2026-06-14T18:32:30Z
https://takshashila.org.in/content/publications/20241217-survey-of-military-ai-technologies.pdf,PDF download failed,2026-06-14T18:32:32Z
https://takshashila.org.in/content/publications/Comments-On-Demand-For-Grants.pdf,PDF download failed,2026-06-14T18:32:33Z
https://takshashila.org.in/content/publications/assets/Enhancing-IndiaâEU-Engagement-on-Meta-Critical-Technologies-A-Case-for-Collaboration-on-Semiconductors.pdf,PDF download failed,2026-06-14T18:32:35Z
https://takshashila.org.in/content/publications/assets/china-zero-covid-policy-and-protests.pdf,PDF download failed,2026-06-14T18:32:37Z
https://takshashila.org.in/content/publications/assets/The-Role-of-Semiconductors-in-Military-and-Defence-Technology.pdf,PDF download failed,2026-06-14T18:32:38Z
https://takshashila.org.in/content/publications/assets/Policy-advisory+on+Demand+for+grants+Union+Budget+FY22-23.pdf,PDF download failed,2026-06-14T18:32:40Z
https://takshashila.org.in/content/publications/assest/Scenarios-for-Cross-Strait-Tensions.pdf,PDF download failed,2026-06-14T18:32:41Z
https://takshashila.org.in/content/publications/assets/Indias-Path-to-Power-English-Final.pdf,PDF download failed,2026-06-14T18:32:43Z
https://takshashila.org.in/content/publications/assets/Indias-Path-to-Power-Hindi-Final.pdf,PDF download failed,2026-06-14T18:32:44Z
https://takshashila.org.in/content/publications/assets/BRI-in-Post-Covid-World.pdf.pdf,PDF download failed,2026-06-14T18:32:46Z
https://takshashila.org.in/content/publications/assests/COVID-19-Warrants-Long-Overdue-Doctrinal-Shifts-in-Military-Planning.pdf,PDF download failed,2026-06-14T18:32:47Z
https://takshashila.org.in/content/publications/assets/TSA-Saudi-Russia-Oil-AR-AK-AM-v1.0.pdf,PDF download failed,2026-06-14T18:32:49Z
https://takshashila.org.in/content/publications/assetsComments-on-the-National-Guidelines-for-Gene-Therapy-Product-Development-and-Clinical-Trials.pdf,PDF download failed,2026-06-14T18:32:50Z
https://takshashila.org.in/content/publications/assets/60036-TBLP-The-Role-of-Airpower-in-Indias-National-Security.pdf,PDF download failed,2026-06-14T18:32:52Z
https://takshashila.org.in/content/publications/assets/Indiaâs-Central-Monitoring-System-Rohan-Joshi.pdf,PDF download failed,2026-06-14T18:32:53Z
https://takshashila.org.in/content/publications/assets/a-pathway-to-ai-governance.pdf,PDF download failed,2026-07-02T16:18:24Z
https://takshashila.org.in/content/publications/assets/20251215-regionalisation-of-the-indian-rupee-2.pdf,PDF download failed,2026-07-02T16:18:25Z
https://takshashila.org.in/content/publications/assets\china-epc-renewable-18092025.pdf,PDF download failed,2026-07-02T16:18:26Z
https://takshashila.org.in/content/publications/assests/20250410-skys-the-limit.pdf,PDF download failed,2026-07-02T16:18:27Z
https://takshashila.org.in/content/publications/20250330-future-of-india-us-trade.pdf,PDF download failed,2026-07-02T16:18:28Z
https://takshashila.org.in/content/publications/assests/20250127-decoding-chinas-approach-to-de-escalation.pdf,PDF download failed,2026-07-02T16:18:29Z
https://takshashila.org.in/content/publications/20241224-delimitation-in-jk.pdf,PDF download failed,2026-07-02T16:18:30Z
https://takshashila.org.in/content/publications/20241217-survey-of-military-ai-technologies.pdf,PDF download failed,2026-07-02T16:18:31Z
https://takshashila.org.in/content/publications/Comments-On-Demand-For-Grants.pdf,PDF download failed,2026-07-02T16:18:32Z
https://takshashila.org.in/content/publications/assets/Enhancing-India–EU-Engagement-on-Meta-Critical-Technologies-A-Case-for-Collaboration-on-Semiconductors.pdf,PDF download failed,2026-07-02T16:18:35Z
https://takshashila.org.in/content/publications/assets/Enhancing-IndiaâEU-Engagement-on-Meta-Critical-Technologies-A-Case-for-Collaboration-on-Semiconductors.pdf,PDF download failed,2026-07-02T16:18:36Z
https://takshashila.org.in/content/publications/assets/china-zero-covid-policy-and-protests.pdf,PDF download failed,2026-07-02T16:18:37Z
https://takshashila.org.in/content/publications/assets/The-Role-of-Semiconductors-in-Military-and-Defence-Technology.pdf,PDF download failed,2026-07-02T16:18:39Z
https://takshashila.org.in/content/publications/assets/Policy-advisory+on+Demand+for+grants+Union+Budget+FY22-23.pdf,PDF download failed,2026-07-02T16:18:46Z
https://takshashila.org.in/content/publications/assest/Scenarios-for-Cross-Strait-Tensions.pdf,PDF download failed,2026-07-02T16:18:47Z
https://takshashila.org.in/content/publications/assets/Indias-Path-to-Power-English-Final.pdf,PDF download failed,2026-07-02T16:18:48Z
https://takshashila.org.in/content/publications/assets/Indias-Path-to-Power-Hindi-Final.pdf,PDF download failed,2026-07-02T16:18:49Z
https://takshashila.org.in/content/publications/assets/BRI-in-Post-Covid-World.pdf.pdf,PDF download failed,2026-07-02T16:18:53Z
https://takshashila.org.in/content/publications/assests/COVID-19-Warrants-Long-Overdue-Doctrinal-Shifts-in-Military-Planning.pdf,PDF download failed,2026-07-02T16:18:54Z
https://takshashila.org.in/content/publications/assets/TSA-Saudi-Russia-Oil-AR-AK-AM-v1.0.pdf,PDF download failed,2026-07-02T16:18:55Z
https://takshashila.org.in/content/publications/assetsComments-on-the-National-Guidelines-for-Gene-Therapy-Product-Development-and-Clinical-Trials.pdf,PDF download failed,2026-07-02T16:18:56Z
https://takshashila.org.in/content/publications/assets/60036-TBLP-The-Role-of-Airpower-in-Indias-National-Security.pdf,PDF download failed,2026-07-02T16:18:59Z
https://takshashila.org.in/content/publications/assets/Indiaâs-Central-Monitoring-System-Rohan-Joshi.pdf,PDF download failed,2026-07-02T16:19:05Z
https://takshashila.org.in/content/publications/assets/a-pathway-to-ai-governance.pdf,PDF download failed,2026-07-02T16:23:24Z
https://takshashila.org.in/content/publications/assets/20251215-regionalisation-of-the-indian-rupee-2.pdf,PDF download failed,2026-07-02T16:23:25Z
https://takshashila.org.in/content/publications/assets\china-epc-renewable-18092025.pdf,PDF download failed,2026-07-02T16:23:26Z
https://takshashila.org.in/content/publications/assests/20250410-skys-the-limit.pdf,PDF download failed,2026-07-02T16:23:27Z
https://takshashila.org.in/content/publications/20250330-future-of-india-us-trade.pdf,PDF download failed,2026-07-02T16:23:28Z
https://takshashila.org.in/content/publications/assests/20250127-decoding-chinas-approach-to-de-escalation.pdf,PDF download failed,2026-07-02T16:23:29Z
https://takshashila.org.in/content/publications/20241224-delimitation-in-jk.pdf,PDF download failed,2026-07-02T16:23:30Z
https://takshashila.org.in/content/publications/20241217-survey-of-military-ai-technologies.pdf,PDF download failed,2026-07-02T16:23:31Z
https://takshashila.org.in/content/publications/Comments-On-Demand-For-Grants.pdf,PDF download failed,2026-07-02T16:23:32Z
https://takshashila.org.in/content/publications/assets/Enhancing-India–EU-Engagement-on-Meta-Critical-Technologies-A-Case-for-Collaboration-on-Semiconductors.pdf,PDF download failed,2026-07-02T16:23:33Z
https://takshashila.org.in/content/publications/assets/Enhancing-IndiaâEU-Engagement-on-Meta-Critical-Technologies-A-Case-for-Collaboration-on-Semiconductors.pdf,PDF download failed,2026-07-02T16:23:34Z
https://takshashila.org.in/content/publications/assets/china-zero-covid-policy-and-protests.pdf,PDF download failed,2026-07-02T16:23:35Z
https://takshashila.org.in/content/publications/assets/The-Role-of-Semiconductors-in-Military-and-Defence-Technology.pdf,PDF download failed,2026-07-02T16:23:36Z
https://takshashila.org.in/content/publications/assets/Policy-advisory+on+Demand+for+grants+Union+Budget+FY22-23.pdf,PDF download failed,2026-07-02T16:23:37Z
https://takshashila.org.in/content/publications/assest/Scenarios-for-Cross-Strait-Tensions.pdf,PDF download failed,2026-07-02T16:23:38Z
https://takshashila.org.in/content/publications/assets/Indias-Path-to-Power-English-Final.pdf,PDF download failed,2026-07-02T16:23:39Z
https://takshashila.org.in/content/publications/assets/Indias-Path-to-Power-Hindi-Final.pdf,PDF download failed,2026-07-02T16:23:40Z
https://takshashila.org.in/content/publications/assets/BRI-in-Post-Covid-World.pdf.pdf,PDF download failed,2026-07-02T16:23:41Z
https://takshashila.org.in/content/publications/assests/COVID-19-Warrants-Long-Overdue-Doctrinal-Shifts-in-Military-Planning.pdf,PDF download failed,2026-07-02T16:23:42Z
https://takshashila.org.in/content/publications/assets/TSA-Saudi-Russia-Oil-AR-AK-AM-v1.0.pdf,PDF download failed,2026-07-02T16:23:43Z
https://takshashila.org.in/content/publications/assetsComments-on-the-National-Guidelines-for-Gene-Therapy-Product-Development-and-Clinical-Trials.pdf,PDF download failed,2026-07-02T16:23:44Z
https://takshashila.org.in/content/publications/assets/60036-TBLP-The-Role-of-Airpower-in-Indias-National-Security.pdf,PDF download failed,2026-07-02T16:23:45Z
https://takshashila.org.in/content/publications/assets/Indiaâs-Central-Monitoring-System-Rohan-Joshi.pdf,PDF download failed,2026-07-02T16:23:46Z
https://takshashila.org.in/content/publications/assets/a-pathway-to-ai-governance.pdf,PDF download failed,2026-07-02T16:25:15Z
https://takshashila.org.in/content/publications/assets/20251215-regionalisation-of-the-indian-rupee-2.pdf,PDF download failed,2026-07-02T16:25:16Z
https://takshashila.org.in/content/publications/assets\china-epc-renewable-18092025.pdf,PDF download failed,2026-07-02T16:25:17Z
https://takshashila.org.in/content/publications/assests/20250410-skys-the-limit.pdf,PDF download failed,2026-07-02T16:25:18Z
https://takshashila.org.in/content/publications/20250330-future-of-india-us-trade.pdf,PDF download failed,2026-07-02T16:25:19Z
https://takshashila.org.in/content/publications/assests/20250127-decoding-chinas-approach-to-de-escalation.pdf,PDF download failed,2026-07-02T16:25:20Z
https://takshashila.org.in/content/publications/20241224-delimitation-in-jk.pdf,PDF download failed,2026-07-02T16:25:21Z
https://takshashila.org.in/content/publications/20241217-survey-of-military-ai-technologies.pdf,PDF download failed,2026-07-02T16:25:22Z
https://takshashila.org.in/content/publications/Comments-On-Demand-For-Grants.pdf,PDF download failed,2026-07-02T16:25:23Z
https://takshashila.org.in/content/publications/assets/Enhancing-India–EU-Engagement-on-Meta-Critical-Technologies-A-Case-for-Collaboration-on-Semiconductors.pdf,PDF download failed,2026-07-02T16:25:24Z
https://takshashila.org.in/content/publications/assets/Enhancing-IndiaâEU-Engagement-on-Meta-Critical-Technologies-A-Case-for-Collaboration-on-Semiconductors.pdf,PDF download failed,2026-07-02T16:25:25Z
https://takshashila.org.in/content/publications/assets/china-zero-covid-policy-and-protests.pdf,PDF download failed,2026-07-02T16:25:26Z
https://takshashila.org.in/content/publications/assets/The-Role-of-Semiconductors-in-Military-and-Defence-Technology.pdf,PDF download failed,2026-07-02T16:25:27Z
https://takshashila.org.in/content/publications/assets/Policy-advisory+on+Demand+for+grants+Union+Budget+FY22-23.pdf,PDF download failed,2026-07-02T16:25:28Z
https://takshashila.org.in/content/publications/assest/Scenarios-for-Cross-Strait-Tensions.pdf,PDF download failed,2026-07-02T16:25:29Z
https://takshashila.org.in/content/publications/assets/Indias-Path-to-Power-English-Final.pdf,PDF download failed,2026-07-02T16:25:30Z
https://takshashila.org.in/content/publications/assets/Indias-Path-to-Power-Hindi-Final.pdf,PDF download failed,2026-07-02T16:25:31Z
https://takshashila.org.in/content/publications/assets/BRI-in-Post-Covid-World.pdf.pdf,PDF download failed,2026-07-02T16:25:32Z
https://takshashila.org.in/content/publications/assests/COVID-19-Warrants-Long-Overdue-Doctrinal-Shifts-in-Military-Planning.pdf,PDF download failed,2026-07-02T16:25:33Z
https://takshashila.org.in/content/publications/assets/TSA-Saudi-Russia-Oil-AR-AK-AM-v1.0.pdf,PDF download failed,2026-07-02T16:25:35Z
https://takshashila.org.in/content/publications/assetsComments-on-the-National-Guidelines-for-Gene-Therapy-Product-Development-and-Clinical-Trials.pdf,PDF download failed,2026-07-02T16:25:36Z
https://takshashila.org.in/content/publications/assets/60036-TBLP-The-Role-of-Airpower-in-Indias-National-Security.pdf,PDF download failed,2026-07-02T16:25:37Z
https://takshashila.org.in/content/publications/assets/Indiaâs-Central-Monitoring-System-Rohan-Joshi.pdf,PDF download failed,2026-07-02T16:25:38Z
https://takshashila.org.in/content/publications/assets/a-pathway-to-ai-governance.pdf,PDF download failed,2026-07-02T16:29:25Z
https://takshashila.org.in/content/publications/assets/20251215-regionalisation-of-the-indian-rupee-2.pdf,PDF download failed,2026-07-02T16:29:26Z
https://takshashila.org.in/content/publications/assets\china-epc-renewable-18092025.pdf,PDF download failed,2026-07-02T16:29:27Z
https://takshashila.org.in/content/publications/assests/20250410-skys-the-limit.pdf,PDF download failed,2026-07-02T16:29:28Z
https://takshashila.org.in/content/publications/20250330-future-of-india-us-trade.pdf,PDF download failed,2026-07-02T16:29:29Z
https://takshashila.org.in/content/publications/assests/20250127-decoding-chinas-approach-to-de-escalation.pdf,PDF download failed,2026-07-02T16:29:30Z
https://takshashila.org.in/content/publications/20241224-delimitation-in-jk.pdf,PDF download failed,2026-07-02T16:29:31Z
